OrderID,OrderDate,ProductName,Category,SubCategory,Quantity,UnitPrice,TotalSales,CustomerName,Gender,Age,Region,SalesRep,Country,Currency,Branch,PaymentMode,Channel,TransactionStatus,FeedbackScore
RFIN-1165,2023-06-15,Mutual Fund,Investment,Mutual Fund,1,1699,1699,Rahul,Male,27,Chennai,Priya,India,INR,Branch-3,UPI,Online,Success,2
RFIN-1166,2023-06-16,Mutual Fund,Investment,Mutual Fund,4,6088,24352,Aarav,Male,48,Delhi,Raj,India,INR,Branch-2,UPI,Offline,Failed,3
RFIN-1167,2023-06-17,Insurance,Others,Others,3,1190,3570,Megha,Male,34,Mumbai,Priya,India,INR,Branch-2,Net Banking,Online,Pending,3
RFIN-1168,2023-06-18,Mutual Fund,Investment,Mutual Fund,3,1980,5940,Aditya,Male,51,Chennai,Amit,India,INR,Branch-5,UPI,Agent,Pending,2
RFIN-1169,2023-06-19,Pension Plan,Others,Others,2,3975,7950,Ishita,Male,39,Chennai,Sneha,India,INR,Branch-3,Net Banking,Offline,Pending,4
RFIN-1170,2023-06-20,Equity,Investment,Equity,4,7102,28408,Karan,Female,36,Kolkata,Amit,India,INR,Branch-2,Credit Card,Offline,Success,1
RFIN-1171,2023-06-21,Equity,Investment,Equity,1,2184,2184,Aarav,Male,25,Delhi,Amit,India,INR,Branch-1,Credit Card,Agent,Failed,1
RFIN-1172,2023-06-22,Insurance,Others,Others,3,4327,12981,Neha,Male,55,Mumbai,Sneha,India,INR,Branch-1,Net Banking,Online,Pending,4
RFIN-1173,2023-06-23,Pension Plan,Others,Others,4,4394,17576,Aditya,Female,32,Chennai,Priya,India,INR,Branch-2,UPI,Agent,Failed,2
RFIN-1174,2023-06-24,Equity,Investment,Equity,4,9319,37276,Rahul,Female,45,Bangalore,Raj,India,INR,Branch-1,UPI,Agent,Pending,3
RFIN-1175,2023-06-25,Debt Fund,Investment,Debt Fund,2,2816,5632,Pooja,Female,41,Mumbai,Amit,India,INR,Branch-3,Net Banking,Online,Pending,1
RFIN-1176,2023-06-26,Pension Plan,Others,Others,3,6854,20562,Ishita,Male,56,Kolkata,Amit,India,INR,Branch-2,Net Banking,Offline,Failed,5
RFIN-1177,2023-06-27,Pension Plan,Others,Others,3,7709,23127,Ishita,Male,43,Delhi,Raj,India,INR,Branch-5,Credit Card,Online,Success,5
RFIN-1178,2023-06-28,Insurance,Others,Others,1,1569,1569,Pooja,Male,36,Bangalore,Amit,India,INR,Branch-3,Net Banking,Online,Success,4
RFIN-1179,2023-06-29,Equity,Investment,Equity,3,6442,19326,Megha,Female,59,Mumbai,Raj,India,INR,Branch-1,UPI,Offline,Failed,2
RFIN-1180,2023-06-30,Pension Plan,Others,Others,1,2895,2895,Karan,Male,59,Mumbai,Raj,India,INR,Branch-2,Net Banking,Offline,Failed,1
RFIN-1181,2023-07-01,Equity,Investment,Equity,3,3733,11199,Ishita,Male,34,Chennai,Raj,India,INR,Branch-3,Net Banking,Agent,Pending,2
RFIN-1182,2023-07-02,Debt Fund,Investment,Debt Fund,2,4863,9726,Ishita,Female,51,Mumbai,Sneha,India,INR,Branch-1,Net Banking,Online,Pending,1
RFIN-1183,2023-07-03,Insurance,Others,Others,3,8455,25365,Rahul,Female,25,Delhi,Priya,India,INR,Branch-2,Credit Card,Offline,Failed,4
RFIN-1184,2023-07-04,Debt Fund,Investment,Debt Fund,1,5014,5014,Ishita,Female,55,Delhi,Priya,India,INR,Branch-4,Net Banking,Online,Failed,4
RFIN-1185,2023-07-05,Insurance,Others,Others,1,2686,2686,Aditya,Male,43,Mumbai,Vikas,India,INR,Branch-5,Cheque,Online,Failed,5
RFIN-1186,2023-07-06,Pension Plan,Others,Others,2,4009,8018,Megha,Male,49,Chennai,Sneha,India,INR,Branch-1,Cheque,Offline,Success,2
RFIN-1187,2023-07-07,Insurance,Others,Others,3,8806,26418,Karan,Male,31,Bangalore,Vikas,India,INR,Branch-1,Cheque,Offline,Success,5
RFIN-1188,2023-07-08,Mutual Fund,Investment,Mutual Fund,3,1154,3462,Neha,Male,38,Bangalore,Priya,India,INR,Branch-4,UPI,Online,Success,2
RFIN-1189,2023-07-09,Equity,Investment,Equity,2,2409,4818,Karan,Female,32,Chennai,Priya,India,INR,Branch-4,UPI,Offline,Failed,5
RFIN-1190,2023-07-10,Equity,Investment,Equity,3,1784,5352,Megha,Male,29,Kolkata,Priya,India,INR,Branch-3,Net Banking,Online,Failed,3
RFIN-1191,2023-07-11,Mutual Fund,Investment,Mutual Fund,3,9096,27288,Aditya,Male,30,Delhi,Amit,India,INR,Branch-5,Cheque,Offline,Pending,3
RFIN-1192,2023-07-12,Debt Fund,Investment,Debt Fund,1,8560,8560,Megha,Female,37,Kolkata,Vikas,India,INR,Branch-5,Credit Card,Agent,Success,3
RFIN-1193,2023-07-13,Mutual Fund,Investment,Mutual Fund,3,8343,25029,Rahul,Female,58,Chennai,Sneha,India,INR,Branch-1,Cheque,Offline,Success,3
RFIN-1194,2023-07-14,Pension Plan,Others,Others,3,8206,24618,Neha,Female,27,Kolkata,Vikas,India,INR,Branch-4,Cheque,Online,Success,1
RFIN-1195,2023-07-15,Pension Plan,Others,Others,2,6596,13192,Karan,Male,33,Chennai,Priya,India,INR,Branch-5,UPI,Offline,Success,3
RFIN-1196,2023-07-16,Equity,Investment,Equity,2,6801,13602,Aarav,Female,29,Bangalore,Sneha,India,INR,Branch-2,UPI,Online,Failed,4
RFIN-1197,2023-07-17,Pension Plan,Others,Others,4,3806,15224,Karan,Male,47,Bangalore,Vikas,India,INR,Branch-5,Credit Card,Offline,Pending,4
RFIN-1198,2023-07-18,Equity,Investment,Equity,1,1537,1537,Rahul,Female,22,Kolkata,Priya,India,INR,Branch-1,UPI,Online,Pending,1
RFIN-1199,2023-07-19,Mutual Fund,Investment,Mutual Fund,3,6986,20958,Neha,Female,25,Kolkata,Priya,India,INR,Branch-5,Credit Card,Online,Pending,3
